0.936620831	0.009808629	0.350207381
0.192582508	0.411119632	0.891006524
-0.328337179	-0.688373211	0.64678978
0.685507684	-0.375304495	0.623879597
0.161802089	-0.774502914	0.61152704
0.15965591	0.195061405	0.96770917
0.522131541	-0.328803779	0.786935022
0.899747672	0.102513298	0.424199423
-0.930221758	-0.266736797	0.252069358
0.005508835	0.315600962	0.948876012
0.322420134	-0.229132062	0.918446381
0.632232156	-0.322138373	0.70463421
0.026348423	0.101153152	0.994521895
0.796701104	-0.318657707	0.513541252
0.560419957	-0.473591582	0.679441304
0.187481269	-0.757576659	0.625242656
0.792966108	-0.419853942	0.441505853
0.64777909	-0.247362781	0.720551112
0.364573961	-0.275725121	0.889416373
0.205126929	-0.387417353	0.898794046
0.576465503	-0.499350083	0.64678978
0.586821043	-0.494149202	0.641449632
-0.338857384	-0.106191467	0.934825676
-0.429564605	-0.02853165	0.902585284
-0.378363426	-0.12586476	0.917060074
0.455943833	0.625255061	0.633380873
-0.247343276	-0.146278406	0.957822495
-0.088401051	-0.454783982	0.886203579
-0.113911697	-0.889219908	0.443071191
-0.118634364	-0.784433178	0.608761429
-0.197487847	-0.654111306	0.730162277
-0.424712356	-0.079482757	0.901832526
0.329963641	-0.682562574	0.652098404
0.48490921	-0.573812562	0.660001668
-0.274170186	0.540418958	0.795473481
0.695569982	-0.112657754	0.709570737
-0.124096777	0.164681985	0.978508985
0.567414141	-0.678619698	0.46638664
0.801612397	0.092749719	0.590605668
-0.925417736	-0.188278366	0.328866647
-0.852820453	-0.449641217	0.265556117
-0.373721591	-0.147966845	0.915662593
-0.862885612	-0.413425514	0.290702194
-0.737993691	-0.58074377	0.343659695
0.457162843	-0.486828981	0.744311546
0.989664824	0.034559857	0.139173101
0.811250464	-0.39392206	0.432085749
0.836782652	-0.350033766	0.421035813
0.496414785	-0.602199288	0.625242656
0.982769731	-0.182145603	0.031410759
0.828002099	-0.372118898	0.419452082
0.690053575	-0.39359961	0.60737584
-0.35345036	-0.640274222	0.68199836
0.745316515	-0.172069876	0.64412363
0.982913148	0.111988807	0.146083029
0.468414759	-0.362032067	0.805928282
-0.673823676	0.324289435	0.663926213
0.873627866	-0.388964186	0.292371705
0.905465698	0.1694533	0.38912395
-0.013998899	-0.616877056	0.786935022
0.808651251	-0.497485569	0.313992456
0.505140451	-0.597753002	0.622514637
0.336799325	-0.696702867	0.633380873
0.66696473	0.63736534	0.385906042
0.994984779	0.08180264	0.057564027
-0.205263887	0.287769356	0.935444031
-0.353229837	-0.181535478	0.917754626
0.497374588	-0.470343767	0.728968627
0.937751863	0.15188266	0.312334919
-0.276469309	-0.772148833	0.572145873
0.56248543	-0.592735967	0.576432316
-0.023521743	-0.373867393	0.927183855
0.314140352	-0.583421946	0.748955721
-0.459972096	-0.664284068	0.589196357
0.562144069	-0.297639963	0.771624583
-0.077904563	-0.839785693	0.537299608
-0.431505725	-0.667006296	0.60737584
0.184742873	-0.364148096	0.912834177
0.284404694	-0.092408687	0.954240329
0.346988216	-0.306989241	0.886203579
-0.61235777	-0.139124272	0.778243149
0.740483331	0.403724618	0.537299608
-0.347690557	-0.181768231	0.919821497
-0.188823096	-0.161840967	0.968583161
0.523716865	0.244213185	0.81613759
-0.340664215	-0.18805675	0.921185406
-0.866387943	-0.441446706	0.233445364
-0.005702098	-0.653395724	0.756995056
0.609445936	-0.325413824	0.722967146
-0.831854518	-0.550592495	0.069756474
0.654448301	0.2804969	0.702153053
0.594759	-0.433705722	0.67687597
0.622880325	-0.57276782	0.532876276
0.009992859	-0.477054111	0.878817113
0.432183171	-0.408695308	0.803856861
-0.671810178	-0.657885132	0.34037955
0.518093934	-0.252691295	0.817144898
0.776090007	-0.370175945	0.510542918
0.777763453	-0.176703521	0.603207988
0.442482687	-0.503667473	0.741975841
0.190095229	-0.054150051	0.980271175
0.176008863	-0.258019343	0.949972052
0.550475754	-0.637732299	0.538770785
-0.453538677	-0.572223399	0.683273774
0.705311471	0.065429767	0.705871571
0.273641009	-0.033114201	0.961261696
0.30602966	-0.277490751	0.910683661
-0.310552878	-0.313822128	0.89725837
-0.200102728	-0.184649482	0.962217994
-0.353841556	0.210095741	0.911403277
0.548788404	-0.495868374	0.673012514
0.644796034	-0.454853567	0.6142852
-0.951353405	-0.287230527	0.111468932
0.038873239	-0.493931335	0.868631514
0.268393341	-0.597202267	0.755853469
0.126954266	-0.977493705	0.16848938
-0.201095321	-0.71541939	0.669130606
0.347885675	0.052612762	0.936059536
-0.365260722	-0.820389013	0.43993917
-0.015052939	-0.862382304	0.506033764
0.134542715	-0.265198178	0.9547608
0.076142902	0.025181857	0.996778878
-0.255919672	-0.831879895	0.49242356
0.841370415	0.531892297	0.095845753
0.913300811	0.244718215	0.325568154
-0.790155012	-0.612907054	6.12323E-17
-0.959533964	-0.138270957	0.245307386
-0.084802714	-0.554188219	0.828060335
0.205008108	-0.437645447	0.875464527
0.862287113	-0.14120493	0.48633538
0.949572428	0.304874353	0.073238197
-0.964911537	-0.067473188	0.253757945
-0.77065838	0.63302593	0.073238197
0.110701142	-0.564248436	0.818149717
-0.21240523	-0.399476138	0.89179753
0.3054084	-0.843681392	0.441505853
-0.150290022	-0.202365686	0.96770917
0.938852538	-0.021305545	0.343659695
-0.241381697	-0.461720601	0.853550797
0.467261979	-0.535632463	0.703394703
-0.557430047	0.764427399	0.323917418
-0.666462802	-0.732433056	0.139173101
0.802061599	-0.42826101	0.416280792
0.422048221	-0.158637497	0.892585818
-0.840240627	0.529127762	0.118403968
0.232130981	-0.310295887	0.921863152
-0.643719747	0.619465354	0.449318999
0.640314316	-0.484265914	0.596224875
0.511469586	-0.203538469	0.834847863
0.900823712	-0.123397499	0.416280792
0.409010109	-0.230465352	0.882947593
0.275004945	-0.035716906	0.960779154
0.623648379	-0.435063135	0.649448048
-0.351558203	0.014120036	0.936059536
-0.408884287	-0.737646779	0.537299608
0.90170836	0.282578271	0.327217899
0.425963926	-0.81134172	0.400349033
0.48563406	-0.240015302	0.840566603
0.807293617	0.165713581	0.566406237
0.911482486	0.326357979	0.250380004
0.674757955	-0.423274867	0.604599115
0.977444239	0.133893206	0.163325962
0.88907276	0.045038483	0.455544907
-0.395575608	0.035304182	0.917754626
-0.386774013	-0.042700249	0.921185406
0.273621666	0.260566391	0.925870585
0.175336073	-0.964812091	0.195946144
0.112519142	-0.441430181	0.890212805
0.095779501	-0.203541799	0.974370065
-0.463477523	-0.310271159	0.830012285
0.411327696	0.309957651	0.857167301
0.436894798	-0.516995178	0.736097087
-0.58997989	-0.086068758	0.802817475
0.777105425	0.35742856	0.518027009
-0.022103778	-0.60280287	0.797583929
0.506058074	-0.067522563	0.859852272
0.208232343	-0.123148264	0.970295726
0.92863508	0.356469609	0.102792537
0.191513732	-0.471641446	0.860742027
0.015353745	0.080487152	0.996637387
-0.050035008	-0.351564294	0.934825676
-0.576299148	0.566327595	0.589196357
0.656594364	-0.179623892	0.732542899
